Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,_source_file,season
1,CJ McCollum,30,POR,SG,36,36,35.2,8.1,18.5,0.436,3.1,8.0,0.384,5.0,10.4,0.476,0.52,1.3,1.9,0.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5,,mccolcj01,21-22.csv,21-22
1,CJ McCollum,30,NOP,PG,26,26,33.8,9.5,19.2,0.493,2.7,6.9,0.394,6.7,12.3,0.549,0.564,2.6,3.9,0.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3,,mccolcj01,21-22.csv,21-22
1,James Harden,32,2TM,PG,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,AS,hardeja01,21-22.csv,21-22
1,James Harden,32,BRK,PG,44,44,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,,hardeja01,21-22.csv,21-22
1,James Harden,32,PHI,PG,21,21,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,,hardeja01,21-22.csv,21-22
1,Darius Garland,22,CLE,PG,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,AS,garlada01,21-22.csv,21-22
1,Jimmy Butler,32,MIA,SF,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,AS,butleji01,21-22.csv,21-22
1,Anthony Edwards,20,MIN,SG,72,72,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,,edwaran01,21-22.csv,21-22
1,Dejounte Murray,25,SAS,PG,68,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,13.9,0.504,0.5,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1,AS,murrade01,21-22.csv,21-22
1,Tyler Herro,22,MIA,SG,66,10,32.6,7.6,17.0,0.447,2.7,6.7,0.399,4.9,10.3,0.477,0.525,2.9,3.3,0.868,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4,20.7,6MOY-1,herroty01,21-22.csv,21-22
1,Klay Thompson,31,GSW,SG,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,,thompkl01,21-22.csv,21-22
1,Fred VanVleet,27,TOR,PG,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7.0,0.44,0.513,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,AS,vanvlfr01,21-22.csv,21-22
1,Kristaps Porziņģis,26,2TM,PF,51,51,29.0,6.9,15.0,0.459,1.5,4.9,0.31,5.4,10.1,0.532,0.51,4.9,5.6,0.867,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7,20.2,,porzikr01,21-22.csv,21-22
1,Kristaps Porziņģis,26,DAL,PF,34,34,29.5,6.7,14.9,0.451,1.4,5.1,0.283,5.3,9.9,0.537,0.499,4.3,5.0,0.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2,,porzikr01,21-22.csv,21-22
1,Kristaps Porziņģis,26,WAS,PF,17,17,28.2,7.2,15.2,0.475,1.7,4.6,0.367,5.5,10.6,0.522,0.531,5.9,6.8,0.871,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9,22.1,,porzikr01,21-22.csv,21-22
1,Miles Bridges,23,CHO,PF,80,80,35.5,7.5,15.2,0.491,1.9,5.8,0.331,5.5,9.4,0.59,0.554,3.3,4.2,0.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,2.4,20.2,,bridgmi02,21-22.csv,21-22
1,LaMelo Ball,20,CHO,PG,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,AS,ballla01,21-22.csv,21-22
1,Khris Middleton,30,MIL,SF,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,AS,middlkh01,21-22.csv,21-22
1,Julius Randle,27,NYK,PF,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,,randlju01,21-22.csv,21-22
1,RJ Barrett,21,NYK,SF,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,,barrerj01,21-22.csv,21-22
1,Terry Rozier,27,CHO,SG,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,,roziete01,21-22.csv,21-22
1,Jerami Grant,27,DET,PF,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,,grantje01,21-22.csv,21-22
1,Bam Adebayo,24,MIA,C,56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,DPOY-4DEF2,adebaba01,21-22.csv,21-22
1,Malcolm Brogdon,29,IND,PG,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,,brogdma01,21-22.csv,21-22
1,Norman Powell,28,2TM,SF,45,41,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,,powelno01,21-22.csv,21-22
1,Norman Powell,28,POR,SF,40,39,33.3,6.2,13.6,0.456,2.3,5.7,0.406,3.9,7.8,0.492,0.542,4.0,5.0,0.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7,,powelno01,21-22.csv,21-22
1,Norman Powell,28,LAC,SG,5,2,25.0,6.4,12.6,0.508,2.6,4.8,0.542,3.8,7.8,0.487,0.611,6.0,7.0,0.857,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8,21.4,,powelno01,21-22.csv,21-22
1,Domantas Sabonis,25,2TM,PF,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,,sabondo01,21-22.csv,21-22
1,Domantas Sabonis,25,IND,PF,47,46,34.7,7.0,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,,sabondo01,21-22.csv,21-22
1,Domantas Sabonis,25,SAC,PF,15,15,33.6,7.5,13.5,0.554,0.3,1.1,0.235,7.2,12.3,0.584,0.564,3.7,4.9,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,,sabondo01,21-22.csv,21-22
1,Jordan Poole,22,GSW,SG,76,51,30.0,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7,18.5,,poolejo01,21-22.csv,21-22
1,Russell Westbrook,33,LAL,PG,78,78,34.3,7.0,15.8,0.444,1.0,3.4,0.298,6.0,12.4,0.485,0.476,3.4,5.1,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.5,,westbru01,21-22.csv,21-22
1,Dillon Brooks,26,MEM,SF,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,,brookdi01,21-22.csv,21-22
1,Jrue Holiday,31,MIL,PG,67,64,33.0,7.1,14.2,0.501,2.0,4.8,0.411,5.2,9.4,0.547,0.57,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0,18.3,DPOY-8DEF2,holidjr01,21-22.csv,21-22
1,Gary Trent Jr.,23,TOR,SG,70,69,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,,trentga02,21-22.csv,21-22
1,Desmond Bane,23,MEM,SG,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,,banede01,21-22.csv,21-22
1,Bojan Bogdanović,32,UTA,PF,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,,bogdabo02,21-22.csv,21-22
1,D'Angelo Russell,25,MIN,PG,65,65,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,,russeda01,21-22.csv,21-22
1,Christian Wood,26,HOU,C,68,67,30.8,6.5,12.9,0.501,1.9,4.9,0.39,4.5,8.0,0.57,0.576,3.0,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9,,woodch01,21-22.csv,21-22
1,Jonas Valančiūnas,29,NOP,C,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,,valanjo01,21-22.csv,21-22
1,Nikola Vučević,31,CHI,C,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,,vucevni01,21-22.csv,21-22
1,Tyrese Maxey,21,PHI,PG,75,74,35.3,6.4,13.3,0.485,1.8,4.1,0.427,4.7,9.1,0.512,0.552,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1,17.5,,maxeyty01,21-22.csv,21-22
1,Cade Cunningham,20,DET,SG,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,ROY-3,cunnica01,21-22.csv,21-22
1,Jalen Green,19,HOU,SG,67,67,31.9,6.1,14.2,0.426,2.3,6.8,0.343,3.7,7.4,0.502,0.508,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,ROY-4,greenja05,21-22.csv,21-22
1,Anfernee Simons,22,POR,SG,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,,simonan01,21-22.csv,21-22
1,Deandre Ayton,23,PHO,C,58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,,aytonde01,21-22.csv,21-22
1,Luguentz Dort,22,OKC,SG,51,51,32.6,5.7,14.2,0.404,2.5,7.7,0.332,3.2,6.6,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,,dortlu01,21-22.csv,21-22
1,Tobias Harris,29,PHI,PF,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,,harrito02,21-22.csv,21-22
1,Andrew Wiggins,26,GSW,SF,73,73,31.9,6.5,14.0,0.466,2.2,5.5,0.393,4.4,8.5,0.513,0.543,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,AS,wiggian01,21-22.csv,21-22
1,OG Anunoby,24,TOR,SF,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,,anunoog01,21-22.csv,21-22
1,Kyle Kuzma,26,WAS,PF,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,,kuzmaky01,21-22.csv,21-22
1,Caris LeVert,27,2TM,SG,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17.0,,leverca01,21-22.csv,21-22
1,Caris LeVert,27,IND,SG,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,,leverca01,21-22.csv,21-22
1,Caris LeVert,27,CLE,SG,19,10,29.8,5.3,12.2,0.435,1.1,3.5,0.313,4.2,8.7,0.485,0.481,1.8,2.5,0.745,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1,13.6,,leverca01,21-22.csv,21-22
1,Keldon Johnson,22,SAS,SF,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0,17.0,,johnske04,21-22.csv,21-22
1,Reggie Jackson,31,LAC,SG,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,,jacksre01,21-22.csv,21-22
1,Harrison Barnes,29,SAC,PF,77,77,33.5,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,,barneha02,21-22.csv,21-22
1,Cole Anthony,21,ORL,PG,65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,,anthoco01,21-22.csv,21-22
1,Jalen Brunson,25,DAL,SG,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,,brunsja01,21-22.csv,21-22
1,Jaren Jackson Jr.,22,MEM,PF,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,DPOY-5DEF1,jacksja02,21-22.csv,21-22
1,John Collins,24,ATL,PF,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,,collijo01,21-22.csv,21-22
1,Jarrett Allen,23,CLE,C,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,AS,allenja01,21-22.csv,21-22
1,Saddiq Bey,22,DET,SF,82,82,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,,beysa01,21-22.csv,21-22
1,Jordan Clarkson,29,UTA,SG,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,6MOY-4,clarkjo01,21-22.csv,21-22
1,Collin Sexton,23,CLE,SG,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,,sextoco01,21-22.csv,21-22
1,Gordon Hayward,31,CHO,SF,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.496,0.528,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9,,haywago01,21-22.csv,21-22
1,Buddy Hield,29,2TM,SG,81,32,30.9,5.5,13.6,0.406,3.2,8.8,0.366,2.3,4.7,0.482,0.526,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3,15.6,,hieldbu01,21-22.csv,21-22
1,Buddy Hield,29,SAC,SG,55,6,28.6,4.8,12.6,0.382,3.3,9.0,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1,14.4,,hieldbu01,21-22.csv,21-22
1,Buddy Hield,29,IND,SG,26,26,35.6,7.0,15.6,0.447,3.1,8.5,0.362,3.9,7.1,0.549,0.546,1.2,1.3,0.886,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7,18.2,,hieldbu01,21-22.csv,21-22
1,Rudy Gobert,29,UTA,C,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,DPOY-3ASDEF1,goberru01,21-22.csv,21-22
1,Kevin Porter Jr.,21,HOU,PG,61,61,31.3,5.5,13.2,0.415,2.5,6.8,0.375,3.0,6.5,0.456,0.511,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6,,porteke02,21-22.csv,21-22
1,Marcus Morris,32,LAC,PF,54,54,29.0,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,,morrima03,21-22.csv,21-22
1,Tyrese Haliburton,21,2TM,PG,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,,halibty01,21-22.csv,21-22
1,Tyrese Haliburton,21,SAC,SG,51,51,34.5,5.3,11.5,0.457,2.0,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2.0,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3,,halibty01,21-22.csv,21-22
1,Tyrese Haliburton,21,IND,PG,26,26,36.1,6.2,12.4,0.502,2.2,5.3,0.416,4.0,7.2,0.565,0.59,2.8,3.3,0.849,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9,17.5,,halibty01,21-22.csv,21-22
1,Scottie Barnes,20,TOR,PF,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,ROY-1,barnesc01,21-22.csv,21-22
1,Franz Wagner,20,ORL,SF,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,ROY-5,wagnefr01,21-22.csv,21-22
1,Bogdan Bogdanović,29,ATL,SG,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,6MOY-6,bogdabo01,21-22.csv,21-22
1,Wendell Carter Jr.,22,ORL,PF,62,61,29.9,5.8,11.0,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,,cartewe01,21-22.csv,21-22
1,Seth Curry,31,2TM,SG,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,,curryse01,21-22.csv,21-22
1,Seth Curry,31,PHI,SG,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0,,curryse01,21-22.csv,21-22
1,Seth Curry,31,BRK,SG,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,,curryse01,21-22.csv,21-22
1,Aaron Gordon,26,DEN,PF,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,,gordoaa01,21-22.csv,21-22
1,Evan Mobley,20,CLE,PF,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,ROY-2,mobleev01,21-22.csv,21-22
1,Jusuf Nurkić,27,POR,C,56,56,28.2,5.7,10.7,0.535,0.3,1.0,0.268,5.5,9.7,0.563,0.548,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,,nurkiju01,21-22.csv,21-22
1,Kelly Oubre Jr.,26,CHO,SF,76,13,26.3,5.4,12.3,0.44,2.5,7.3,0.345,2.9,5.0,0.578,0.542,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5,15.0,6MOY-7,oubreke01,21-22.csv,21-22
1,Josh Hart,26,2TM,SG,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4.0,6.6,0.601,0.569,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,,hartjo01,21-22.csv,21-22
1,Josh Hart,26,NOP,SG,41,40,33.5,4.8,9.4,0.505,1.0,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4,,hartjo01,21-22.csv,21-22
1,Josh Hart,26,POR,SG,13,13,32.1,7.1,14.1,0.503,2.4,6.4,0.373,4.7,7.7,0.61,0.587,3.4,4.4,0.772,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,19.9,,hartjo01,21-22.csv,21-22
1,Lauri Markkanen,24,CLE,SF,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,,markkla01,21-22.csv,21-22
1,Will Barton,31,DEN,SG,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,,bartowi01,21-22.csv,21-22
1,Jaylen Hoard,22,OKC,SF,7,5,34.3,6.3,12.9,0.489,1.3,3.6,0.36,5.0,9.3,0.538,0.539,0.9,2.0,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,14.7,,hoardja01,21-22.csv,21-22
1,Chris Paul,36,PHO,PG,65,65,32.9,5.6,11.3,0.493,1.0,3.1,0.317,4.6,8.3,0.559,0.536,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,MVP-9ASNBA3,paulch01,21-22.csv,21-22
1,Bobby Portis,26,MIL,C,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,,portibo01,21-22.csv,21-22
1,Mikal Bridges,25,PHO,SF,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,DPOY-2DEF1,bridgmi01,21-22.csv,21-22
1,Tim Hardaway Jr.,29,DAL,SG,42,20,29.6,5.0,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,,hardati02,21-22.csv,21-22
1,Evan Fournier,29,NYK,SG,80,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,,fournev01,21-22.csv,21-22
1,Malik Monk,23,LAL,SG,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,,monkma01,21-22.csv,21-22
1,Spencer Dinwiddie,28,2TM,PG,67,51,29.6,4.6,11.0,0.416,1.7,4.9,0.339,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,,dinwisp01,21-22.csv,21-22
1,Spencer Dinwiddie,28,WAS,PG,44,44,30.2,4.2,11.2,0.376,1.6,5.1,0.31,2.6,6.0,0.432,0.447,2.6,3.3,0.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6,,dinwisp01,21-22.csv,21-22
1,Spencer Dinwiddie,28,DAL,PG,23,7,28.3,5.3,10.6,0.498,1.8,4.5,0.404,3.4,6.0,0.568,0.584,3.4,4.7,0.725,0.4,2.7,3.1,3.9,0.7,0.3,1.3,1.9,15.8,,dinwisp01,21-22.csv,21-22
1,Mike Conley,34,UTA,PG,72,72,28.6,4.8,11.0,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,,conlemi01,21-22.csv,21-22
